,Sourah_number,Verse_number,Sourah_Ar,Sourah_En,Verse_diac,Verse,Sahih_International,Pickthall,Yusuf_Ali (YA),Shakir,Muhammad_Sarwar (MS),Mohsin_Khan (MK),Arberry,Label
1327,41,16,سورة فصلت, fuṣṣilat ,فَأَرۡسَلۡنَا عَلَيۡهِمۡ رِيحٗا صَرۡصَرٗا فِيٓ أَيَّامٖ نَّحِسَاتٖ لِّنُذِيقَهُمۡ عَذَابَ ٱلۡخِزۡيِ فِي ٱلۡحَيَوٰةِ ٱلدُّنۡيَاۖ وَلَعَذَابُ ٱلۡأٓخِرَةِ أَخۡزَىٰۖ وَهُمۡ لَا يُنصَرُونَ,فارسلنا عليهم ريحا صرصرا في ايام نحسات لنذيقهم عذاب الخزي في الحيوٰة الدنيا ولعذاب الاخرة اخزىٰ وهم لا ينصرون,"So We sent upon them a screaming wind during days of misfortune to make them taste the punishment of disgrace in the worldly life; but the punishment of the Hereafter is more disgracing, and they will not be helped.","Therefor We let loose on them a raging wind in evil days, that We might make them taste the torment of disgrace in the life of the world. And verily the doom of the Hereafter will be more shameful, and they will not be helped.","So We sent against them a furious Wind through days of disaster, that We might give them a taste of a Penalty of humiliation in this life; but the Penalty of a Hereafter will be more humiliating still: and they will find no help.","So We sent on them a furious wind in unlucky days, that We may make them taste the chastisement of abasement in this world's life; and certainly the chastisement of the hereafter is much more abasing, and they shall not be helped.",We sent upon them a violent wind during a few ill-fated days to make them suffer a disgraceful torment in this life. Their torment in the life to come will be even more disgraceful and they will not receive any help.,"So We sent upon them furious wind in days of evil omen (for them) that We might give them a taste of disgracing torment in this present worldly life, but surely the torment of the Hereafter will be more disgracing, and they will never be helped.","Then We loosed against them a wind clamorous in days of ill fortune, that We might let them taste the chastisement of degradation in the present life; and the chastisement of the world to come is even more degrading, and they shall not be helped.",fear
1328,42,50,سورة الشورىٰ, l-shūrā ,أَوۡ يُزَوِّجُهُمۡ ذُكۡرَانٗا وَإِنَٰثٗاۖ وَيَجۡعَلُ مَن يَشَآءُ عَقِيمًاۚ إِنَّهُۥ عَلِيمٞ قَدِيرٞ,او يزوجهم ذكرانا وانٰثا ويجعل من يشاء عقيما انه عليم قدير,"Or He makes them [both] males and females, and He renders whom He wills barren. Indeed, He is Knowing and Competent.","Or He mingleth them, males and females, and He maketh barren whom He will. Lo! He is Knower, Powerful.","Or He bestows both males and females, and He leaves barren whom He will: for He is full of Knowledge and Power.","Or He makes them of both sorts, male and female; and He makes whom He pleases barren; surely He is the Knowing, the Powerful.",offspring to whomever He wants. He causes whomever He wants to be childless. He is All-Knowing and All-Powerful.,"Or He bestows both males and females, and He renders barren whom He wills. Verily, He is the All-Knower and is Able to do all things.","or He couples them, both males and females; and He makes whom He will barren. Surely He is All-knowing, All-powerful.",sadness
1329,53,51,سورة النجم, l-najm ,وَثَمُودَاْ فَمَآ أَبۡقَىٰ,وثمودا فما ابقىٰ,And Thamud - and He did not spare [them] -,And (the tribe of) Thamud He spared not;,And the Thamud nor gave them a lease of perpetual life.,"And Samood, so He spared not","Thamud,",And Thamud (people). He spared none of them.,"and Thamood, and He did not spare them,",anger
1330,20,135,سورة طه, ṭā hā,قُلۡ كُلّٞ مُّتَرَبِّصٞ فَتَرَبَّصُواْۖ فَسَتَعۡلَمُونَ مَنۡ أَصۡحَٰبُ ٱلصِّرَٰطِ ٱلسَّوِيِّ وَمَنِ ٱهۡتَدَىٰ,قل كل متربص فتربصوا فستعلمون من اصحٰب الصرٰط السوي ومن اهتدىٰ,"Say, ""Each [of us] is waiting; so wait. For you will know who are the companions of the sound path and who is guided.""","Say: Each is awaiting; so await ye! Ye will come to know who are the owners of the path of equity, and who is right.","Say: ""Each one (of us) is waiting: wait ye, therefore, and soon shall ye know who it is that is on the straight and even way, and who it is that has received Guidance.""","Say: Every one (of us) is awaiting, therefore do await: So you will come to know who is the follower of the even path and who goes aright.","(Muhammad), tell them, ""Everyone is waiting. Wait and you shall know very soon who will be the followers of the right path with the right guidance.""","Say (O Muhammad SAW): ""Each one (believer and disbeliever, etc.) is waiting, so wait you too, and you shall know who are they that are on the Straight and Even Path (i.e. Allah's Religion of Islamic Monotheism), and who are they that have let themselves be guided (on the Right Path).","Say: 'Everyone is waiting; so wait, and assuredly you shall know who are the travellers on the even path, and who is guided.'",fear
1331,73,16,سورة المزمل, l-muzamil ,فَعَصَىٰ فِرۡعَوۡنُ ٱلرَّسُولَ فَأَخَذۡنَٰهُ أَخۡذٗا وَبِيلٗا,فعصىٰ فرعون الرسول فاخذنٰه اخذا وبيلا,"But Pharaoh disobeyed the messenger, so We seized him with a ruinous seizure.","But Pharaoh rebelled against the messenger, whereupon We seized him with no gentle grip.",But Pharaoh disobeyed the messenger; so We seized him with a heavy Punishment.,"But Firon disobeyed the messenger, so We laid on him a violent hold.","However, the Pharaoh disobeyed the Messenger and We seized him with a severe retribution.","But Fir'aun (Pharaoh) disobeyed the Messenger [Musa (Moses)], so We seized him with a severe punishment.","but Pharaoh rebelled against the Messenger, so We seized him remorselessly.",anger
1332,14,47,سورة ابراهيم, ib'rāhīm ,فَلَا تَحۡسَبَنَّ ٱللَّهَ مُخۡلِفَ وَعۡدِهِۦ رُسُلَهُۥٓۚ إِنَّ ٱللَّهَ عَزِيزٞ ذُو ٱنتِقَامٖ,فلا تحسبن الله مخلف وعده رسله ان الله عزيز ذو انتقام,"So never think that Allah will fail in His promise to His messengers. Indeed, Allah is Exalted in Might and Owner of Retribution.","So think not that Allah will fail to keep His promise to His messengers. Lo! Allah is Mighty, Able to Requite (the wrong).","Never think that Allah would fail his messengers in His promise: for Allah is Exalted in power, - the Lord of Retribution.","Therefore do not think Allah (to be one) failing in His promise to His messengers; surely Allah is Mighty, the Lord of Retribution.",You must not even think that God will disregard His promise to His messengers. God is Majestic and Revengeful.,"So think not that Allah will fail to keep His Promise to His Messengers. Certainly, Allah is All-Mighty, - All-Able of Retribution.","So do not deem that God will fail in His promise to His Messengers; surely God is All-mighty, Vengeful.",joy
1333,68,10,سورة القلم, l-qalam ,وَلَا تُطِعۡ كُلَّ حَلَّافٖ مَّهِينٍ,ولا تطع كل حلاف مهين,And do not obey every worthless habitual swearer,"Neither obey thou each feeble oath-monger,","Heed not the type of despicable men,- ready with oaths,",And yield not to any mean swearer,"Do not yield to one persistent in swearing,","And obey not everyone who swears much, and is considered worthless,","And obey thou not every mean swearer,",anger
1334,21,21,سورة الانبياء, l-anbiyāa ,أَمِ ٱتَّخَذُوٓاْ ءَالِهَةٗ مِّنَ ٱلۡأَرۡضِ هُمۡ يُنشِرُونَ,ام اتخذوا ءالهة من الارض هم ينشرون,Or have men taken for themselves gods from the earth who resurrect [the dead]?,Or have they chosen gods from the earth who raise the dead?,Or have they taken (for worship) gods from the earth who can raise (the dead)?,Or have they taken gods from the earth who raise (the dead).,Have they chosen deities from earth? Can such deities give life to anyone?,Or have they taken (for worship) aliha (gods) from the earth who raise the dead?,Or have they taken gods out of the earth who raise the dead?,anger
1335,37,26,سورة الصافات, l-ṣāfāt ,بَلۡ هُمُ ٱلۡيَوۡمَ مُسۡتَسۡلِمُونَ,بل هم اليوم مستسلمون,"But they, that Day, are in surrender.","Nay, but this day they make full submission.","Nay, but that day they shall submit (to Judgment);",Nay! on that day they shall be submissive.,"In fact, on that day they will be submissive.","Nay, but that Day they shall surrender,",No indeed; but today they resign themselves in submission,fear
1336,58,20,سورة المجادلة, l-mujādilah ,إِنَّ ٱلَّذِينَ يُحَآدُّونَ ٱللَّهَ وَرَسُولَهُۥٓ أُوْلَٰٓئِكَ فِي ٱلۡأَذَلِّينَ,ان الذين يحادون الله ورسوله اولٰئك في الاذلين,"Indeed, the ones who oppose Allah and His Messenger - those will be among the most humbled.","Lo! those who oppose Allah and His messenger, they will be among the lowest.",Those who resist Allah and His Messenger will be among those most humiliated.,Surely (as for) those who are in opposition to Allah and His Messenger; they shall be among the most abased.,Disgrace will strike those who oppose God and His Messenger.,"Those who oppose Allah and His Messenger (Muhammad SAW), they will be among the lowest (most humiliated).","Surely those who oppose God and His Messenger, those are among the most abject.",anger
1337,77,25,سورة المرسلات, l-mur'salāt ,أَلَمۡ نَجۡعَلِ ٱلۡأَرۡضَ كِفَاتًا,الم نجعل الارض كفاتا,Have We not made the earth a container,Have We not made the earth a receptacle,Have We not made the earth (as a place) to draw together.,"Have We not made the earth to draw together to itself,",Did We not make the earth as a gathering place,Have We not made the earth a receptacle?,Made We not the earth to be a housing,joy
1338,50,41,سورة ق, qāf,وَٱسۡتَمِعۡ يَوۡمَ يُنَادِ ٱلۡمُنَادِ مِن مَّكَانٖ قَرِيبٖ,واستمع يوم يناد المناد من مكان قريب,And listen on the Day when the Caller will call out from a place that is near -,"And listen on the day when the crier crieth from a near place,","And listen for the Day when the Caller will call out from a place quiet near,-",And listen on the day when the crier shall cry from a near place,Wait for the day when the trumpet will be sounded from a nearby place.,"And listen on the Day when the caller will call from a near place,",And listen thou for the day when the caller shall call from a near place.,fear
1339,17,29,سورة الاسراء, l-isrā ,وَلَا تَجۡعَلۡ يَدَكَ مَغۡلُولَةً إِلَىٰ عُنُقِكَ وَلَا تَبۡسُطۡهَا كُلَّ ٱلۡبَسۡطِ فَتَقۡعُدَ مَلُومٗا مَّحۡسُورًا,ولا تجعل يدك مغلولة الىٰ عنقك ولا تبسطها كل البسط فتقعد ملوما محسورا,And do not make your hand [as] chained to your neck or extend it completely and [thereby] become blamed and insolvent.,"And let not thy hand be chained to thy neck nor open it with a complete opening, lest thou sit down rebuked, denuded.","Make not thy hand tied (like a niggard's) to thy neck, nor stretch it forth to its utmost reach, so that thou become blameworthy and destitute.","And do not make your hand to be shackled to your neck nor stretch it forth to the utmost (limit) of its stretching forth, lest you should (afterwards) sit down blamed, stripped off.",Do not be stingy nor over generous lest you become empty handed and bankrupt.,"And let not your hand be tied (like a miser) to your neck, nor stretch it forth to its utmost reach (like a spendthrift), so that you become blameworthy and in severe poverty.","And keep not thy hand chained to thy neck, nor outspread it widespread altogether, or thou wilt sit reproached and denuded.",anger
